,eventyr,sætning,kategori,årstal
11141,reisekammeraten,"Johannes tænkte paa hvor meget smukt han nu skulde faae at see i den store prægtige Verden, og gik længer og længer bort, saa langt som han aldrig før havde været; han kjendte slet ikke de Byer, han kom igjennem, eller de Mennesker, han mødte, nu var han langt ude mellem Fremmede.",Ikke-relevante segmenter,1835
11142,reisekammeraten,"Den første Nat maatte han lægge sig at sove i en Høstak paa Marken, anden Seng havde han ikke.",Fattigdom,1835
11143,reisekammeraten,"Men det var just nydeligt, syntes han, Kongen kunde ikke have det pænere.",Ikke-relevante segmenter,1835
11144,reisekammeraten,"Den hele Mark med Aaen, Høstakken og saa den blaa Himmel oven over, var just et smukt Sovekammer.",Ikke-relevante segmenter,1835
11145,reisekammeraten,"Det grønne Græs med de smaa røde og hvide Blomster var Gulvtæppe, Hyldebuskene og de vilde Rosenhækker vare Blomsterbouquetter, og som Vandfad havde han hele Aaen med det klare, friske Vand, hvor Sivene neiede, og sagde baade god Aften og god Morgen.",Ikke-relevante segmenter,1835
11146,reisekammeraten,"Maanen var en rigtig stor Natlampe, høit oppe under det blaa Loft, og den stak ikke Ild i Gardinerne; Johannes kunde sove ganske roligt, og han gjorde det ogsaa, vaagnede først igjen, da Solen stod op og alle de smaa Fugle rundt omkring, sang: »god Morgen!",Ikke-relevante segmenter,1835
11147,reisekammeraten,god Morgen!,Ikke-relevante segmenter,1835
11148,reisekammeraten,"Er Du ikke oppe?«
Klokkerne ringede til Kirke, det var Søndag, Folk gik hen at høre Præsten og Johannes fulgte med dem, sang en Psalme og hørte Guds Ord, og det var ham ligesom han var i sin egen Kirke, hvor han var døbt, og havde sjunget Psalmer med sin Fader.",Ikke-relevante segmenter,1835
11149,reisekammeraten,"Ude paa Kirkegaarden var der saa mange Grave, og paa nogle voxte der høit Græs.",Ikke-relevante segmenter,1835
11150,reisekammeraten,"Da tænkte Johannes paa sin Faders Grav, der ogsaa maatte komme til at see ud som disse, nu han ikke kunde luge og pynte den.",Ikke-relevante segmenter,1835
11151,reisekammeraten,"Han satte sig da ned og rykkede Græsset af, reiste Trækorsene op, der vare faldne om, og lagde Krandsene, som Vinden havde revet bort fra Gravene, igjen paa deres Sted, idet han tænkte, maaskee at En gjør det samme ved min Faders Grav, nu jeg ikke kan gjøre det!",Ikke-relevante segmenter,1835
11152,reisekammeraten,"Uden for Kirkegaardsporten stod en gammel Tigger og støttede sig paa sin Krykke, Johannes gav ham de Sølvskillinger han havde og gik saa lykkelig og fornøiet længer frem, ud i den vide Verden.",Fattigdom,1835
11153,reisekammeraten,"Mod Aften blev det et skrækkeligt ondt Veir, Johannes skyndte sig for at komme under Tag, men det blev snart mørk Nat; da naaede han endelig en lille Kirke, der laae ganske eensom oppe paa en Høi, Døren stod til Lykke paa Klem, og han smuttede ind; her vilde han blive, til det onde Veir lagde sig.",Ikke-relevante segmenter,1835
11154,reisekammeraten,"»Her vil jeg sætte mig i en Krog!«
sagde han, »jeg er ganske træt, og kan nok trænge til at hvile mig lidt,« saa satte han sig ned, foldede sine Hænder, og læste sin Aftenbøn og, inden han vidste af det, sov og drømte han, mens det lynede og tordnede udenfor.",Ikke-relevante segmenter,1835
11155,reisekammeraten,"Da han vaagnede igjen, var det midt ud paa Natten, men det onde Veir var trukket over, og Maanen skinnede ind af Vinduerne til ham.",Ikke-relevante segmenter,1835
11156,reisekammeraten,"Midt paa Kirkegulvet stod der en aaben Liigkiste med en død Mand i, for han var endnu ikke begravet.",Ikke-relevante segmenter,1835
11157,reisekammeraten,"Johannes var slet ikke bange, for han havde en god Samvittighed, og han vidste nok, at de Døde gjør ingen noget; det er levende, onde Mennesker, der gjør Fortræd.",Ikke-relevante segmenter,1835
11158,reisekammeraten,"Saadanne to levende, slemme Folk stod tæt ved den døde Mand, der var sat herind i Kirken, før han blev lagt ned i Graven, de vilde gjøre ham Fortræd, ikke lade ham ligge i sin Liigkiste, men kaste ham uden for Kirkedøren, den stakkels døde Mand.",Fattigdom,1835
11159,reisekammeraten,"»Hvorfor vil I gjøre det!«
spurgte Johannes, »det er ondt og slemt, lad ham sove i Jesu Navn!«
»O, Sniksnak!«
sagde de to fæle Mennesker, »han har narret os!",Ikke-relevante segmenter,1835
11160,reisekammeraten,"han skylder os Penge, dem kunde han ikke betale, og nu er han ovenikjøbet død, saa faae vi ikke en Skilling, derfor vil vi rigtig hævne os, han skal ligge som en Hund udenfor Kirkedøren!«
»Jeg har ikke meer end 50 Rdlr.",Fattigdom,1835
11161,reisekammeraten,"!«
sagde Johannes, »det er hele min Arvepart, men den vil jeg gjerne give Eder, naar I vil ærligt love mig, at lade den stakkels døde Mand i Fred.",Fattigdom,1835
11162,reisekammeraten,"Jeg skal nok komme ud af det, uden de Penge; jeg har sunde stærke Lemmer, og vor Herre vil altid hjælpe mig!«
»Ja,« sagde de hæslige Mennesker, »naar Du saaledes vil betale hans Gjæld, skal vi saamæn ikke gjøre ham noget, det kan Du være vis paa!«
og saa tog de Pengene, Johannes gav dem, loe ordentligt ganske høit over hans Godhed, og gik deres Vei; men Johannes lagde Liget tilrette igjen i Kisten, foldede Hænderne paa det, sagde Farvel, og gik nok saa tilfreds videre gjennem den store Skov.",Fattigdom,1835
11163,reisekammeraten,"Rundtomkring, hvor Maanen kunde skinne ind i mellem Træerne, saae han de nydelige smaa Alfer lege nok saa lystigt; de lode sig ikke forstyrre, de vidste nok, han var et godt uskyldigt Menneske, og det er kun de onde Folk, der ikke maae faae Alferne at see.",Ikke-relevante segmenter,1835
11164,reisekammeraten,"Nogle af dem vare ikke større end en Finger og havde deres lange gule Haar heftet op med Guldkamme, to og to gyngede de paa de store Dugdraaber, der laae paa Bladene og det høie Græs; sommetider trillede Draaben, saa faldt de ned mellem de lange Græsstraa og der blev en Latter og Støi af de andre Smaapuslinger.",Ikke-relevante segmenter,1835
11165,reisekammeraten,Det var uhyre morsomt!,Ikke-relevante segmenter,1835
11166,reisekammeraten,"De sang og Johannes kjendte ganske tydeligt alle de smukke Viser, han havde lært som lille Dreng.",Ikke-relevante segmenter,1835
11167,reisekammeraten,"Store brogede Ædderkoppe med Sølvkroner paa Hovedet, maatte fra den ene Hæk til den anden spinde lange Hængebroer og Palladser, der, da den fine Dug faldt paa, saae ud som skinnende Glas i det klare Maaneskin.",Ikke-relevante segmenter,1835
11168,reisekammeraten,"Saaledes varede det ved, lige til Solen stod op.",Ikke-relevante segmenter,1835
11169,reisekammeraten,"De smaa Alfer krøb da ind i Blomsterknoppene og Vinden tog i deres Broer og Slotte, der da fløi hen i Luften, som store Spindelvæv.",Ikke-relevante segmenter,1835
11170,reisekammeraten,"Johannes var nu kommet ud af Skoven, da en stærk Mandsstemme raabte bag ved ham!",Ikke-relevante segmenter,1835
11171,reisekammeraten,"»
Holla, Kammerat!",Ikke-relevante segmenter,1835
11172,reisekammeraten,"hvorhen gjælder Reisen?«
»Ud i den vide Verden!«
sagde Johannes.",Ikke-relevante segmenter,1835
11173,reisekammeraten,"»
Jeg har hverken Fader eller Moder, er en fattig Knøs, men vor Herre hjælper mig nok!«
»Jeg vil ogsaa ud i den vide Verden!«
sagde den fremmede Mand.",Fattigdom,1835
11174,reisekammeraten,"»
Skal vi to gjøre Følgeskab!«
»Ja nok!«
sagde Johannes, og saa fulgtes de ad.",Ikke-relevante segmenter,1835
11175,reisekammeraten,"De kom snart til at holde meget af hinanden, for de vare gode Mennesker begge to.",Ikke-relevante segmenter,1835
11176,reisekammeraten,"Men Johannes mærkede nok, at den Fremmede var meget klogere end han, han havde været næsten hele Verden rundt, og vidste at fortælle om alt det Muelige, der er til.",Ikke-relevante segmenter,1835
11177,reisekammeraten,"Solen var allerede høit oppe, da de satte dem under et stort Træ, for at spise deres Frokost; i det samme kom der en gammel Kone.",Ikke-relevante segmenter,1835
11178,reisekammeraten,"O, hun var saa gammel og gik ganske krum, støttede sig paa en Krykkestok, og havde paa sin Ryg et Knippe Brænde, som hun havde samlet sig i Skoven.",Fattigdom,1835
11179,reisekammeraten,"Hendes Forklæde var hæftet op, og Johannes saae at tre store Riis af Bregner og Pileqviste stak ud fra det.",Ikke-relevante segmenter,1835
11180,reisekammeraten,"I det hun var ganske nær ved dem, gleed hendes ene Fod, hun faldt om og gav et høit Skrig, for hun havde brækket sit Been, den stakkels gamle Kone.",Fattigdom,1835
11181,reisekammeraten,"Johannes vilde strax, at de skulde bære hende hjem, hvor hun boede, men den Fremmede lukkede sin Randsel op, tog en Krukke frem, og sagde, at han havde her en Salve, der strax kunde gjøre hendes Been heelt og raskt, saa at hun selv kunde gaae hjem, og det som om hun aldrig havde brækket Benet.",Ikke-relevante segmenter,1835
11182,reisekammeraten,"Men derfor vilde han ogsaa, at hun skulde forære ham de tre Riis, hun havde i sit Forklæde.",Ikke-relevante segmenter,1835
11183,reisekammeraten,"»Det er godt betalt!«
sagde den Gamle og nikkede ganske underligt med Hovedet; hun vilde ikke saameget gjerne af med sine Riis, men det var heller ikke saa rart, at ligge med Benet brækket; saa gav hun ham Risene, og ligesaa snart han havde gnedet Salven paa Benet, reiste ogsaa den gamle Mutter sig op, og gik meget bedre end før.",Ikke-relevante segmenter,1835
11184,reisekammeraten,Det kunde den Salve gjøre.,Ikke-relevante segmenter,1835
11185,reisekammeraten,Men den var heller ikke at faae paa Apotheket.,Ikke-relevante segmenter,1835
11186,reisekammeraten,"»Hvad vil Du med de Riis?«
spurgte Johannes nu sin Reisekammerat.",Ikke-relevante segmenter,1835
11187,reisekammeraten,"»Det er tre pæne Urtekoste!«
sagde han, »dem kan jeg just lide, for jeg er en løierlig Fyr!«
Saa gik de endnu et godt Stykke.",Ikke-relevante segmenter,1835
11188,reisekammeraten,"»Nei, hvor det trækker op!«
sagde Johannes, og pegede ligefrem; »det er nogle forskrækkelige tykke Skyer!«
»Nei,« sagde Reisekammeraten, »det er ikke Skyer, det er Bjergene.",Ikke-relevante segmenter,1835
11189,reisekammeraten,"De deilige store Bjerge, hvor man kommer heelt op over Skyen i den friske Luft!",Ikke-relevante segmenter,1835
11190,reisekammeraten,"Det er herligt, kan Du troe!",Ikke-relevante segmenter,1835
11191,reisekammeraten,"Imorgen ere vi vist saalangt ude i Verden!«
Det var ikke saa nær ved, som det saae ud, de brugte en heel Dag at gaae, før de kom til Bjergene, hvor de sorte Skove voxte lige op mod Himmelen, og hvor der vare Stene ligesaa store som en heel By; det vilde rigtignok blive en svær Tour at komme der heelt over, men derfor gik ogsaa Johannes og Reisekammeraten ind i Vertshuset, for at hvile sig godt og samle Kræfter til Marschen imorgen.",Ikke-relevante segmenter,1835
11192,reisekammeraten,"Nede i den store Skjænkestue i Vertshuset vare saa mange Mennesker samlede, for der var en Mand, som gjorde Dukke-Comedie; han havde just stillet sit lille Theater op, og Folk sad rundt omkring for at see den Comedie, men allerforrest havde en gammel tyk Slagter taget Plads, og det den allerbedste; hans store Bulbider, uh, den saae saa glubsk ud!",Ikke-relevante segmenter,1835
11193,reisekammeraten,"sad ved Siden af ham og gjorde Øine, ligesom alle de andre.",Ikke-relevante segmenter,1835
11194,reisekammeraten,"Nu begyndte Comedien, og det var en pæn Comedie med en Konge og en Dronning, de sad paa den deiligste Throne, havde Guldkroner paa Hovedet og lange Slæb paa Kjolerne, for det havde de Raad til.",Ikke-relevante segmenter,1835
11195,reisekammeraten,"De nydeligste Trædukker med Glas-Øine og store Knebelsbarter stode ved alle Døre, og lukkede op og i for at der kunde komme frisk Luft i Stuen!",Ikke-relevante segmenter,1835
11196,reisekammeraten,"Det var just en nydelig Komedie, og den var slet ikke sørgelig, men lige idet Dronningen reiste sig op og gik hen ad Gulvet, saa – ja Gud maa vide, hvad den store Bulbider tænkte; men da den tykke Slagter ikke holdt paa ham, gjorde han et Spring lige ind paa Theatret, tog Dronningen midt i hendes tynde Liv, saa det sagde »knik, knak!«
Det var ganske forskrækkeligt!",Ikke-relevante segmenter,1835
11197,reisekammeraten,"Den stakkels Mand, som gjorde den hele Comedie, blev saa forskrækket og saa bedrøvet for sin Dronning, for det var den allernydeligste Dukke, han havde, og nu havde den ækle Bulbider bidt Hovedet af hende; men da Folk siden gik bort, sagde den Fremmede, han som var kommet med Johannes, at han nok skulde gjøre hende istand; og saa tog han sin Krukke frem og smurte Dukken med den Salve, han hjalp den stakkels gamle Kone med, da hun havde brækket sit Been.",Fattigdom,1835
11198,reisekammeraten,"Ligesaa snart Dukken var smurt, blev den strax heel igjen, ja den kunde endogsaa selv røre alle sine Lemmer, man behøvede slet ikke at trække i Snoren; Dukken var som et levende Menneske, paa det nær at den ikke kunde tale.",Ikke-relevante segmenter,1835
11199,reisekammeraten,"Manden, som havde det lille Dukketheater, blev saa fornøiet, nu behøvede han slet ikke at holde paa den Dukke, den kunde jo dandse af sig selv.",Ikke-relevante segmenter,1835
11200,reisekammeraten,Det var der ingen af de andre der kunde.,Ikke-relevante segmenter,1835
11201,reisekammeraten,"Da det siden blev Nat, og alle Folk i Vertshuset vare gaaet i Seng, var der een, der sukkede saa forskrækkelig dybt, og blev saa længe ved, saa de allesammen stod op, for at see hvem det kunde være.",Ikke-relevante segmenter,1835
11202,reisekammeraten,"Manden, der havde gjort Comedien, gik hen til sit lille Theater, for det var der inde, at nogen sukkede.",Fattigdom,1835
11203,reisekammeraten,"Alle Trædukkerne laae imellem hinanden, Kongen og alle Drabanterne, og det var dem, som sukkede saa ynkeligt og stirrede med deres store Glas-Øine, for de vilde saa gjerne blive smurt lidt ligesom Dronningen, at de ogsaa kunde komme til at røre sig af sig selv.",Ikke-relevante segmenter,1835
11204,reisekammeraten,"Dronningen lagde sig lige ned paa sine Knæ, og rakte sin deilige Guldkrone i Veiret, mens hun bad; »tag kun den, men smør min Gemal og mine Hoffolk!«
da kunde den stakkels Mand, der eiede Comedien og alle Dukkerne, ikke lade være at græde, for det gjorde ham virkelig saa ondt for dem; han lovede strax Reisekammeraten, at han vilde give ham alle de Penge, han fik for sin Comedie næste Aften, naar han bare vilde smøre fire, fem af hans pæneste Dukker; men Reisekammeraten sagde, at han forlangte slet ikke andet, end den store Sabel, han havde ved sin Side, og da han fik den, smurte han sex Dukker, der strax dandsede og det saa nydeligt, at alle Pigerne, de levende Menneske-Piger, som saae derpaa, gav sig til at dandse med.",Ikke-relevante segmenter,1835
11205,reisekammeraten,"Kudsken og Kokkepigen dandsede, Tjeneren og Stuepigen, alle de Fremmede, og Ildskuffen og Ildklemmen; men de to faldt om, lige i det de gjorde de første Spring, – jo det var en lystig Nat.",Ikke-relevante segmenter,1835
11206,reisekammeraten,"–
Næste Morgen gik Johannes med sin Reisekammerat bort fra dem allesammen, og opad de høie Bjerge, og igjennem de store Granskove.",Ikke-relevante segmenter,1835
11207,reisekammeraten,"De kom saa høit op, at Kirketaarnene dybt under dem tilsidst saae ud som smaa røde Bær, nede i alt det Grønne, og de kunde see saa langt bort, mange, mange Mile, hvor de aldrig havde været!",Ikke-relevante segmenter,1835
11208,reisekammeraten,"saameget smukt af den deilige Verden havde Johannes aldrig før seet paa eengang, og Solen skinnede saa varmt fra den friske blaa Luft, han hørte ogsaa Jægerne blæse paa Valdhorn inde mellem Bjergene, saa smukt og velsignet, at han fik Vandet i Øinene af Glæde, og kunde ikke lade være at sige: »Du gode vor Herre!",Ikke-relevante segmenter,1835
11209,reisekammeraten,"jeg kunde kysse Dig, fordi Du er saa god mod os allesammen, og har givet os al den Deilighed, der er i Verden!«
Reisekammeraten stod ogsaa med foldede Hænder, og saae ud over Skoven og Byerne, i det varme Solskin.",Ikke-relevante segmenter,1835
11210,reisekammeraten,"I det samme klang det forunderligt deiligt over deres Hoveder, de saae op i Veiret: en stor hvid Svane svævede i Luften; den var saa smuk, og sang, som de aldrig før havde hørt nogen Fugl synge; men det blev mere og mere svagt, den bøiede sit Hoved og sank, ganske langsomt ned for deres Fødder, hvor den laae død, den smukke Fugl.",Ikke-relevante segmenter,1835
11211,reisekammeraten,"»To saa deilige Vinger,« sagde Reisekammeraten, »saa hvide og store, som de, Fuglen har, ere Penge værd, dem vil jeg tage med mig!",Ikke-relevante segmenter,1835
11212,reisekammeraten,"kan du nu see, at det var godt, jeg fik en Sabel!«
og saa hug han med eet Slag begge Vingerne af den døde Svane, dem vilde han beholde.",Ikke-relevante segmenter,1835
11213,reisekammeraten,"De reiste nu mange, mange Mile frem over Bjergene, til de tilsidst foran dem saae en stor Stad, med over hundrede Taarne, der skinnede som Sølv i Solskinnet; midt i Byen var et prægtigt Marmorslot, tækket med det røde Guld, og her boede Kongen.",Ikke-relevante segmenter,1835
11214,reisekammeraten,"Johannes og Reisekammeraten vilde ikke strax gaae ind i Byen, men bleve i Vertshuset udenfor, at de kunde pynte sig, thi de vilde see pæne ud, naar de kom paa Gaden.",Ikke-relevante segmenter,1835
11215,reisekammeraten,"Verten fortalte dem, at Kongen var saadan en god Mand, der aldrig gjorde noget Menneske noget, hverken det ene eller det andet, men at hans Datter, ja Gud bevare os!",Ikke-relevante segmenter,1835
11216,reisekammeraten,det var en slem Prindsesse.,Ikke-relevante segmenter,1835
11217,reisekammeraten,"Deilighed havde hun nok af, ingen kunde være saa smuk og nydelig, som hun, men hvad hjalp det, hun var en slem, ond Hex, der var Skyld i, at saa mange deilige Prindser havde mistet deres Liv.",Ikke-relevante segmenter,1835
11218,reisekammeraten,"–
Alle Mennesker havde hun givet Lov at frie til hende; enhver kunde komme, enten han var en Prinds, eller en Staadder, det kunde være lige eet og det samme; han skulde bare gjætte tre Ting, hun spurgte ham om, kunde han det, saa vilde hun gifte sig med ham, og han skulde være Konge over det hele Land, naar hendes Fader døde; men kunde han ikke gjætte de tre Ting, saa lod hun ham hænge eller halshugge, saa slem og ond var den deilige Prindsesse.",Ikke-relevante segmenter,1835
11219,reisekammeraten,"Hendes Fader, den gamle Konge, var saa bedrøvet derover, men han kunde ikke forbyde hende, at være saa ond, for han havde eengang sagt, han vilde aldrig have det mindste at gjøre med hendes Kjærester, hun kunde selv gjøre, ligesom hun vilde.",Ikke-relevante segmenter,1835
11220,reisekammeraten,"Hver engang der kom en Prinds og skulde gjætte, for at faae Prindsessen, saa kunde han ikke komme ud af det, og saa blev han hængt eller halshugget; de havde jo varet ham i Tide, han kunde lade være at frie.",Ikke-relevante segmenter,1835
11221,reisekammeraten,"Den gamle Konge var saa bedrøvet over al den Sorg og Elendighed, at han en heel Dag om Aaret laae paa Knæ, med alle sine Soldater, og bad, at Prindsessen maatte blive god, men det vilde hun slet ikke.",Fattigdom,1835
11222,reisekammeraten,"De gamle Koner, som drak Brændeviin, farvede det ganske sort, før de drak det, saaledes sørgede de, og mere kunde de ikke gjøre.",Fattigdom,1835
11223,reisekammeraten,"»Den hæslige Prindsesse!«
sagde Johannes, »hun skulde virkelig have Riis, det kunde hun have godt af.",Ikke-relevante segmenter,1835
11224,reisekammeraten,"Bare jeg var den gamle Konge, hun skulde nok komme til at spytte røde Grise!«
I det samme hørte de Folk udenfor raabe Hurra!",Ikke-relevante segmenter,1835
11225,reisekammeraten,"Prindsessen kom forbi, og hun var virkelig saa deilig, at alle Folk glemte, hvor ond hun var, derfor raabte de Hurra.",Ikke-relevante segmenter,1835
11226,reisekammeraten,"Tolv deilige Jomfruer, allesammen i hvide Silkekjoler, og med en Guldtullipan i Haanden, reed paa kulsorte Heste, ved Siden af hende; Prindsessen selv havde en kridhvid Hest, pyntet med Diamanter og Rubiner, hendes Ridedragt var af det pure Guld, og Pidsken, hun havde i Haanden, saae ud, som den var en Solstraale; Guldkronen paa Hovedet var ligesom smaa Stjerner oppe fra Himlen, og Kaaben var syet af over tusinde deilige Sommerfuglevinger; alligevel var hun meget smukkere, end alle hendes Klæder.",Ikke-relevante segmenter,1835
11227,reisekammeraten,"Da Johannes fik hende at see, blev han saa rød i sit Ansigt, som et dryppende Blod, og han kunde knap sige et eneste Ord; Prindsessen saae jo ganske ud, som den deilige Pige med Guldkrone paa, han havde drømt om den Nat, hans Fader var død.",Ikke-relevante segmenter,1835
11228,reisekammeraten,"Han fandt hende saa smuk, og kunde ikke lade være at holde saa meget af hende.",Ikke-relevante segmenter,1835
11229,reisekammeraten,"Det var bestemt ikke sandt, sagde han, at hun kunde være en ond Hex, der lod Folk hænge eller halshugge, naar de ikke kunde gjætte, hvad hun forlangte af dem.",Ikke-relevante segmenter,1835
11230,reisekammeraten,"»
Enhver har jo Lov at frie til hende, endogsaa den fattigste Staadder, jeg vil virkelig gaae op paa Slottet!",Fattigdom,1835
11231,reisekammeraten,"for jeg kan ikke lade være!«
De sagde allesammen, at det skulde han ikke gjøre, det vilde bestemt gaae ham, ligesom alle de andre.",Ikke-relevante segmenter,1835
11232,reisekammeraten,"Reisekammeraten raadede ham ogsaa derfra, men Johannes meente, det gik nok godt, børstede sine Skoe og sin Kjole, vaskede Ansigt og Hænder, kæmmede sit smukke, gule Haar, og gik saa ganske alene ind til Byen, og op paa Slottet.",Ikke-relevante segmenter,1835
11233,reisekammeraten,"»Kom ind!«
sagde den gamle Konge, da Johannes bankede paa Døren.",Ikke-relevante segmenter,1835
11234,reisekammeraten,"–
Johannes lukkede op, og den gamle Konge, i Slaabrok og broderede Tøfler, kom ham imøde, Guldkronen havde han paa Hovedet, Scepteret i den ene Haand og Guldæblet i den anden.",Ikke-relevante segmenter,1835
11235,reisekammeraten,"»
Bi lidt!«
sagde han, og fik Æblet op under Armen, for at kunne række Johannes Haanden.",Ikke-relevante segmenter,1835
11236,reisekammeraten,"Men saasnart han fik at høre, det var en Frier, begyndte han saaledes at græde, at baade Scepter og Æble faldt paa Gulvet, og han maatte tørre Øinene i sin Slaabrok.",Ikke-relevante segmenter,1835
11237,reisekammeraten,Den stakkels gamle Konge.,Fattigdom,1835
11238,reisekammeraten,"»Lad være!«
sagde han, »det gaaer Dig galt, ligesom alle de Andre.",Ikke-relevante segmenter,1835
11239,reisekammeraten,"Nu skal Du bare see!«
saa førte han Johannes ud i Prindsessens Lysthave, der saae forskrækkeligt ud!",Ikke-relevante segmenter,1835
11240,reisekammeraten,"Oppe i hvert Træ hang tre, fire Kongesønner, der havde friet til Prindsessen, men ikke kunde gjætte de Ting, hun havde sagt dem.",Ikke-relevante segmenter,1835
11241,reisekammeraten,"Hver Gang det blæste, ranglede alle Knoklerne, saa de smaa Fugle bleve forskrækkede, og turde aldrig komme ind i den Have; alle Blomsterne vare bundne op med Menneskebeen, og i Urtepotterne stode Dødningehoveder og grinte.",Ikke-relevante segmenter,1835
11242,reisekammeraten,Det var rigtignok en Have for en Prindsesse.,Ikke-relevante segmenter,1835
11243,reisekammeraten,"»Her kan Du see!«
sagde den gamle Konge, »det vil gaae Dig, ligesom alle de Andre, Du her seer, lad derfor heller være; Du gjør mig virkelig ulykkelig, for jeg tager mig det saa nær!«
Johannes kyssede den gode gamle Konge paa Haanden, og sagde, det gik nok godt, for han holdt saa meget af den deilige Prindsesse.",Ikke-relevante segmenter,1835
11244,reisekammeraten,"I det samme kom Prindsessen selv, med alle sine Damer, ridende ind i Slotsgaarden, de gik derfor ud til hende, og sagde god Dag.",Ikke-relevante segmenter,1835
11245,reisekammeraten,"Hun var saa nydelig, rakte Johannes Haanden, og han holdt endnu meget mere af hende end før, hun kunde bestemt ikke være en slem ond Hex, som alle Folk sagde om hende.",Ikke-relevante segmenter,1835
11246,reisekammeraten,"–
De gik op i Salen, og de smaa Pager præsenterede Syltetøi og Pebernødder for dem, men den gamle Konge var saa bedrøvet, han kunde slet ikke spise noget, og Pebernødderne vare ham ogsaa for haarde.",Ikke-relevante segmenter,1835
11247,reisekammeraten,"Det blev nu bestemt, at Johannes skulde komme igjen op paa Slottet næste Morgen, da vilde Dommerne og hele Raadet være forsamlede, og høre, hvorledes han kom ud af det med at gjætte.",Ikke-relevante segmenter,1835
11248,reisekammeraten,"Kom han godt ud af det, saa skulde han endnu komme to Gange til, men der var endnu aldrig nogen, som havde gjættet den første Gang, og saa maatte de miste Livet.",Ikke-relevante segmenter,1835
11249,reisekammeraten,"Johannes var slet ikke bedrøvet for, hvorledes det vilde gaae ham, han var just fornøiet, tænkte kun paa den deilige Prindsesse, og troede ganske vist, at den gode Gud nok hjalp ham, men hvorledes, det vidste han slet ikke, og vilde heller ikke tænke derpaa.",Ikke-relevante segmenter,1835
11250,reisekammeraten,"Han dandsede hen ad Landeveien, da han gik tilbage til Vertshuset, hvor Reisekammeraten ventede paa ham.",Ikke-relevante segmenter,1835
11251,reisekammeraten,"Johannes kunde ikke blive færdig med at fortælle, hvor nydelig Prindsessen havde været imod ham, og hvor deilig hun var; han længtes allerede saameget efter den næste Dag, han skulde derind paa Slottet, og forsøge sin Lykke med at gjætte.",Ikke-relevante segmenter,1835
11252,reisekammeraten,"Men Reisekammeraten rystede med Hovedet, og var ganske bedrøvet.",Ikke-relevante segmenter,1835
11253,reisekammeraten,"»
Jeg holder saa meget af Dig!«
sagde han, »vi kunde endnu have været længe sammen, og nu skal jeg allerede miste Dig!",Ikke-relevante segmenter,1835
11254,reisekammeraten,"Du stakkels, kjære Johannes, jeg kunde gjerne græde, men jeg vil ikke forstyrre din Glæde den sidste Aften maaskee, vi ere sammen.",Fattigdom,1835
11255,reisekammeraten,"Vi ville være lystige, rigtig lystige; imorgen, naar Du er borte, har jeg Lov til at græde!«
Alle Folk inde i Byen havde strax faaet at vide, at der var kommet en nye Frier til Prindsessen, og der var derfor en stor Bedrøvelse.",Ikke-relevante segmenter,1835
11256,reisekammeraten,"Comediehuset blev lukket, alle Kagekonerne bandt sort Flor om deres Sukkergrise, Kongen og Præsterne laae paa Knæ i Kirken, der var saadan en Bedrøvelse, for det kunde jo ikke gaae Johannes bedre, end det var gaaet alle de andre Friere.",Ikke-relevante segmenter,1835
11257,reisekammeraten,"Ud paa Aftenen lavede Reisekammeraten en stor Bolle Punsch, og sagde til Johannes, at nu skulde de være rigtig lystige, og drikke Prindsessens Skaal.",Ikke-relevante segmenter,1835
11258,reisekammeraten,"Men da Johannes havde drukket to Glas, blev han saa søvnig, det var ham ikke mueligt at holde Øinene oppe, han maatte falde i Søvn.",Ikke-relevante segmenter,1835
11259,reisekammeraten,"Reisekammeraten løftede ham ganske sagte op fra Stolen, og lagde ham hen i Sengen, og da det saa blev mørk Nat, tog han de to store Vinger, han havde hugget af Svanen, bandt dem fast paa sine Skuldre, det største Riis, han havde faaet af den gamle Kone, der faldt og brak Benene, stak han i sin Lomme, lukkede Vinduet op, og fløi saa ind over Byen, lige hen til Slottet, hvor han satte sig i en Krog, oppe under det Vindue, der gik ind til Prindsessens Sovekammer.",Ikke-relevante segmenter,1835
11260,reisekammeraten,"Det var ganske stille i hele Byen; nu slog Klokken tre Qvarteer til Tolv, Vinduet gik op, og Prindsessen fløi i en stor hvid Kaabe og med lange sorte Vinger, hen over Byen, ud til et stort Bjerg; men Reisekammeraten gjorde sig usynlig, saaledes at hun slet ikke kunde see ham, fløi bagefter, og pidskede paa Prindsessen med sit Riis, saa at der ordentlig kom Blod, hvor han slog.",Ikke-relevante segmenter,1835
11261,reisekammeraten,"Uh, det var en Fart heelt igjennem Luften, Vinden tog i hendes Kaabe, der bredte sig ud til alle Sider, ligesom et stort Skibsseil, og Maanen skinnede igjennem den.",Ikke-relevante segmenter,1835
11262,reisekammeraten,»Hvor det hagler!,Ikke-relevante segmenter,1835
11263,reisekammeraten,"hvor det hagler!«
sagde Prindsessen ved hvert Slag, hun fik af Riset, og det kunde hun have godt af.",Ikke-relevante segmenter,1835
11264,reisekammeraten,Endelig kom hun da ud til Bjerget og bankede paa.,Ikke-relevante segmenter,1835
11265,reisekammeraten,"Det rullede ligesom Torden, idet Bjerget aabnede sig, og Prindsessen gik der ind, Reisekammeraten fulgte med, for slet ingen kunde see ham, han var usynlig.",Ikke-relevante segmenter,1835
